drug_id,predicted_score
DB00014,8.005417839740403e-06
DB00035,0.7323995232582092
DB00091,0.9841469526290894
DB00122,0.20390494167804718
DB00126,6.002402130889095e-08
DB00131,0.9347670674324036
DB00136,0.8496202230453491
DB00140,4.181046460871585e-05
DB00153,0.2676360607147217
DB00162,0.9183058142662048
DB00163,0.9999473094940186
DB00165,0.9780594706535339
DB00169,0.6431491374969482
DB00175,3.6474991915724786e-09
DB00176,0.03410065174102783
DB00177,3.3382111723767594e-05
DB00178,7.354815068083553e-08
DB00179,0.000588277296628803
DB00180,1.3005937660182099e-08
DB00181,0.7998620271682739
DB00182,0.09805847704410553
DB00186,0.5883562564849854
DB00187,0.00042276427848264575
DB00188,3.0316688935272396e-05
DB00190,0.9965589642524719
DB00191,0.4927807152271271
DB00193,0.8545639514923096
DB00195,0.001175444107502699
DB00199,3.680985116716329e-08
DB00201,0.05418276786804199
DB00203,8.503013049221408e-08
DB00204,0.5954174399375916
DB00206,1.951680133061018e-05
DB00208,7.8834273153916e-05
DB00210,4.717832780443132e-05
DB00211,0.0016602000687271357
DB00213,0.02249685861170292
DB00214,3.977460139026334e-08
DB00215,0.9918941855430603
DB00216,0.0008407735731452703
DB00218,1.109601271309657e-06
DB00221,0.00021665680105797946
DB00222,0.0003257819334976375
DB00226,0.0004804350610356778
DB00227,1.6377972311687472e-09
DB00230,0.0005804650718346238
DB00240,9.076709375221981e-07
DB00241,0.9952945113182068
DB00242,7.562778137071291e-07
DB00244,0.020645810291171074
DB00245,0.8203157782554626
DB00246,0.48199477791786194
DB00248,0.9995846152305603
DB00252,0.9984354376792908
DB00255,2.946656820768112e-07
DB00257,8.68880670168437e-06
DB00262,6.750418833689764e-05
DB00264,0.00042631797259673476
DB00268,0.9999978542327881
DB00270,0.0008786316029727459
DB00273,0.9896636605262756
DB00275,5.723585218220251e-06
DB00277,9.530325041851029e-05
DB00278,0.9993605017662048
DB00279,8.124530381792283e-09
DB00280,9.823599611991085e-06
DB00281,0.005946714896708727
DB00282,0.8835045695304871
DB00284,0.5329771041870117
DB00285,0.0683383122086525
DB00287,0.0002847062423825264
DB00289,0.8945713043212891
DB00290,3.410506044243533e-10
DB00295,6.014565769874025e-06
DB00297,0.04879392683506012
DB00302,0.17967437207698822
DB00304,1.7945376384886913e-07
DB00307,0.00013757550914306194
DB00308,0.32460322976112366
DB00310,8.954852148690406e-08
DB00313,0.9996032118797302
DB00315,0.06430718302726746
DB00316,0.00043104373617097735
DB00318,1.2332950973359402e-05
DB00320,0.03309985622763634
DB00321,2.6189616619376466e-05
DB00323,0.9990915060043335
DB00324,7.018240921752295e-07
DB00325,5.060674368451146e-08
DB00327,5.609363142866641e-05
DB00328,0.0024493797682225704
DB00331,0.00027558187139220536
DB00332,7.782559987390414e-05
DB00333,0.011698720045387745
DB00334,0.9001650214195251
DB00335,0.00019715605594683439
DB00337,2.5806558667795798e-08
DB00338,0.04736839979887009
DB00342,0.0965694710612297
DB00343,0.027680406346917152
DB00346,0.0001609417231520638
DB00350,0.02689814753830433
DB00351,7.315404104701884e-08
DB00353,0.050793688744306564
DB00354,2.6427233024151064e-05
DB00356,0.0026032670866698027
DB00357,0.011088310740888119
DB00361,2.256312291137874e-05
DB00363,0.06242986395955086
DB00364,4.940253575114184e-07
DB00366,3.5290220239403425e-06
DB00367,3.7982927096891217e-06
DB00368,0.007310230750590563
DB00371,0.9979495406150818
DB00373,0.025940345600247383
DB00374,0.9992724061012268
DB00376,0.9985314607620239
DB00379,0.8000400066375732
DB00380,2.451960426697042e-06
DB00381,0.0003520473837852478
DB00382,0.9999945163726807
DB00384,3.257060541272949e-07
DB00385,1.960238478204701e-07
DB00387,0.960922122001648
DB00388,0.002816715044900775
DB00390,1.9921803868783172e-06
DB00393,0.0005025699501857162
DB00394,3.137375514938867e-08
DB00397,0.0091781010851264
DB00398,1.3046900448898668e-07
DB00399,0.013418788090348244
DB00401,1.0207561899733264e-05
DB00404,0.9105554819107056
DB00408,0.7895089983940125
DB00412,0.03785267099738121
DB00413,0.9996881484985352
DB00414,0.0009533841512165964
DB00419,0.9997146725654602
DB00421,6.269708592299139e-06
DB00422,0.0010198953095823526
DB00424,0.7930605411529541
DB00428,3.6721920082527504e-07
DB00433,0.9991893172264099
DB00434,0.9999833106994629
DB00436,0.002168938284739852
DB00437,0.37255579233169556
DB00441,1.1376736352985972e-07
DB00443,1.2540566558527644e-06
DB00444,9.742215070218663e-07
DB00445,7.498417176066141e-08
DB00448,0.08693297207355499
DB00449,0.12311781942844391
DB00451,5.763278210224598e-08
DB00454,0.9966596364974976
DB00457,0.004860979970544577
DB00458,0.5352073311805725
DB00461,0.0050005074590444565
DB00464,3.828773060376989e-06
DB00465,7.634911162313074e-05
DB00468,0.039201006293296814
DB00470,5.6362747272942215e-05
DB00471,7.803970947861671e-05
DB00472,0.08705882728099823
DB00475,0.8032467365264893
DB00476,0.0006356863304972649
DB00477,0.5241790413856506
DB00480,2.2948677269596374e-07
DB00481,2.4503022359567694e-05
DB00482,0.5944077372550964
DB00484,0.99782794713974
DB00489,0.00046894385013729334
DB00490,0.9995040893554688
DB00491,0.869269847869873
DB00492,3.8003030056188436e-08
DB00494,0.9991377592086792
DB00497,2.720444172155112e-05
DB00499,2.4063847376964986e-06
DB00500,0.00022056976740714163
DB00501,0.00047051909496076405
DB00502,0.9996922016143799
DB00508,0.0007529892609454691
DB00514,0.07427205890417099
DB00515,0.007418440189212561
DB00519,2.636969043123827e-07
DB00521,3.7168872950132936e-05
DB00523,0.03889021649956703
DB00524,1.6891756331460783e-06
DB00527,0.06216181814670563
DB00530,1.4406057857740961e-07
DB00532,0.12259581685066223
DB00535,0.0021581107284873724
DB00536,0.9892704486846924
DB00537,6.358255632221699e-05
DB00540,0.0013572939205914736
DB00541,0.00013849818788003176
DB00542,1.0592589916313955e-07
DB00544,6.691127055091783e-06
DB00545,0.028576835989952087
DB00547,1.0728911092883209e-06
DB00548,1.3500707609637175e-06
DB00549,6.448818794524414e-07
DB00550,0.0004555633931886405
DB00552,1.9175107809132896e-05
DB00554,0.00026191447977907956
DB00555,0.9587259888648987
DB00557,0.00011071848712163046
DB00559,3.031561936950311e-05
DB00563,0.006127289030700922
DB00564,0.9452610015869141
DB00569,0.00010051252320408821
DB00570,8.267833436548244e-06
DB00571,0.0177301112562418
DB00572,0.9978305697441101
DB00573,0.11444137990474701
DB00575,0.91729736328125
DB00583,0.9993247985839844
DB00584,3.8055293316574534e-07
DB00585,0.00043993809958919883
DB00586,0.017963416874408722
DB00588,1.7226228976596758e-07
DB00590,9.641404903959483e-05
DB00591,2.19740030615867e-08
DB00594,3.1797665656085883e-07
DB00596,2.5626542665690977e-08
DB00598,0.004626206122338772
DB00603,5.645296550937928e-05
DB00604,0.9801165461540222
DB00605,0.47120001912117004
DB00608,5.29439694219036e-06
DB00611,1.8511735106585547e-05
DB00612,8.101908315438777e-05
DB00619,7.504212362619e-08
DB00620,5.383752181842283e-07
DB00622,2.0832279915339313e-05
DB00623,0.0182361863553524
DB00624,2.601827304715698e-07
DB00627,1.0731166184996255e-05
DB00630,0.00022873729176353663
DB00631,1.825829599511053e-06
DB00635,7.734539394732565e-06
DB00636,0.13463017344474792
DB00637,0.11815136671066284
DB00640,0.01087755523622036
DB00641,1.2017925543617025e-09
DB00642,2.796193712129025e-06
DB00644,0.00022612499014940113
DB00647,0.0005599878495559096
DB00651,0.0011489158496260643
DB00652,1.5814991911611287e-06
DB00653,0.9375658631324768
DB00654,0.012503092177212238
DB00655,1.6445505934825633e-06
DB00657,0.9999052286148071
DB00659,0.9992631077766418
DB00661,0.9409133791923523
DB00668,0.00015121688193175942
DB00669,0.000670009758323431
DB00672,4.5482061977963895e-05
DB00674,0.9999798536300659
DB00675,5.745988129746138e-09
DB00678,2.0423998648766428e-05
DB00679,0.5893942713737488
DB00682,0.050197090953588486
DB00686,3.8107958744149073e-07
DB00687,2.4874537984942435e-07
DB00691,2.9515928190448903e-07
DB00692,0.01647104136645794
DB00694,4.681274731410667e-06
DB00695,8.425989653915167e-05
DB00696,0.018855923786759377
DB00697,0.846861720085144
DB00704,0.00015480675210710615
DB00706,0.07719381898641586
DB00710,0.12174683064222336
DB00712,0.001616019755601883
DB00714,0.9905862212181091
DB00715,0.9250559210777283
DB00716,9.78926550487813e-07
DB00717,8.559346298397941e-08
DB00721,0.999154806137085
DB00722,0.00019769858045037836
DB00724,5.130131830810569e-05
DB00727,5.895692538615549e-06
DB00731,0.002820995869114995
DB00733,0.5550985932350159
DB00734,0.9999719858169556
DB00736,0.05225428193807602
DB00741,1.7971062789001735e-06
DB00744,5.4032484513300005e-06
DB00745,0.005453943740576506
DB00747,0.9944548010826111
DB00749,0.019616341218352318
DB00750,0.6058429479598999
DB00754,0.2609107792377472
DB00755,0.5506685972213745
DB00757,0.08743448555469513
DB00758,0.0013672775821760297
DB00759,0.04514607414603233
DB00762,3.7250430295898695e-08
DB00763,0.0011190440272912383
DB00765,0.0017099435208365321
DB00771,0.10278478264808655
DB00773,0.00011590994108701125
DB00775,0.07322592288255692
DB00776,0.9775430560112
DB00783,1.9346332919667475e-05
DB00788,0.13956424593925476
DB00790,4.13250472774962e-06
DB00794,0.9986900687217712
DB00795,0.1047908142209053
DB00796,2.743384584391606e-06
DB00800,0.9679251909255981
DB00804,0.008345804177224636
DB00806,0.03068196401000023
DB00808,2.596931517473422e-05
DB00810,0.308034747838974
DB00813,4.445522426976822e-05
DB00814,0.005014502909034491
DB00816,6.088987447583349e-06
DB00819,0.029737425968050957
DB00820,1.7546145727465046e-06
DB00822,0.8518840670585632
DB00829,0.706817626953125
DB00831,0.742667555809021
DB00839,8.934490324463695e-05
DB00843,0.9999635219573975
DB00844,2.921857412729878e-05
DB00846,1.3548357102877162e-08
DB00848,0.0006927103386260569
DB00851,5.470074938784819e-06
DB00852,1.573695129764019e-07
DB00860,1.6230907249337179e-06
DB00861,0.021845480427145958
DB00863,0.8601216077804565
DB00864,1.7605325197678212e-08
DB00865,0.0014373584417626262
DB00868,0.03934207186102867
DB00869,0.00033413455821573734
DB00871,0.0001145015048678033
DB00876,6.916290118397228e-08
DB00880,0.002622736617922783
DB00881,1.0236811931463308e-07
DB00882,0.0017081683035939932
DB00883,1.1231306871195557e-06
DB00884,0.002552538877353072
DB00887,6.508757337542193e-07
DB00889,0.37996751070022583
DB00898,0.18208660185337067
DB00899,1.1769346201617736e-05
DB00903,1.4214159818948247e-05
DB00904,0.0007425506482832134
DB00905,0.0811539813876152
DB00907,0.0023626843467354774
DB00908,0.7379335165023804
DB00909,0.9999951124191284
DB00912,0.002700264099985361
DB00915,0.9998935461044312
DB00917,0.08134786784648895
DB00918,0.00021715418552048504
DB00921,0.00047564407577738166
DB00924,0.7050883173942566
DB00925,0.016786016523838043
DB00927,0.001303271041251719
DB00928,2.0491070245043375e-06
DB00929,0.04241450875997543
DB00933,0.992929995059967
DB00936,0.0009765308350324631
DB00937,6.29634887445718e-05
DB00938,0.005959085654467344
DB00939,0.0047030323185026646
DB00945,0.010138576850295067
DB00947,0.0009034695685841143
DB00952,0.00018682530208025128
DB00953,0.0005638935253955424
DB00956,2.854097260751587e-07
DB00957,1.9848716448223058e-08
DB00959,1.8597219195726211e-06
DB00960,6.683111223537708e-06
DB00963,0.04675915464758873
DB00966,9.613155998522416e-05
DB00968,0.5905599594116211
DB00969,0.049335721880197525
DB00975,2.8125639801146463e-05
DB00977,0.00047826123773120344
DB00982,0.003143616020679474
DB00983,0.0033936514519155025
DB00987,1.004626248857221e-08
DB00988,0.999737560749054
DB00989,0.9999983310699463
DB00990,8.17408272268949e-06
DB00991,0.00020126710296608508
DB00993,0.4648725390434265
DB00996,0.9993364214897156
DB00997,3.3917294786078855e-05
DB00998,0.0009565053042024374
DB00999,0.08230804651975632
DB01001,7.313221431104466e-05
DB01002,0.17975974082946777
DB01003,0.000176390734850429
DB01005,4.454693043953739e-05
DB01006,3.5332989227754297e-06
DB01009,0.006930897943675518
DB01014,0.052804362028837204
DB01016,6.129402663646033e-06
DB01017,0.0001638902904232964
DB01018,0.5211334228515625
DB01019,0.0008826950797811151
DB01020,0.0002793466846924275
DB01023,1.069986592483474e-05
DB01029,0.00022300731507129967
DB01030,4.605977110827553e-08
DB01033,5.667166647072008e-07
DB01035,0.2741638123989105
DB01039,0.00026998549583368003
DB01041,1.516446133109639e-07
DB01043,0.9999866485595703
DB01045,3.2013335271585674e-07
DB01050,0.2026822865009308
DB01063,0.0033667946700006723
DB01064,0.003570605767890811
DB01067,0.0011748524848371744
DB01068,0.075119249522686
DB01069,0.1858595907688141
DB01070,0.4798200726509094
DB01073,2.1050004761491437e-06
DB01075,0.0001939370558829978
DB01076,6.630967845921987e-07
DB01080,0.9999998807907104
DB01083,0.9841890931129456
DB01085,0.0009287626016885042
DB01086,0.1349232792854309
DB01088,0.00023530112230218947
DB01095,1.1900204155423921e-09
DB01098,5.0852221988861857e-08
DB01099,1.4207003005139995e-05
DB01101,2.6656114187062485e-06
DB01104,0.004137373063713312
DB01105,0.0007872123387642205
DB01110,0.003590028965845704
DB01113,3.114343780907802e-05
DB01115,2.710588159970939e-05
DB01118,0.005142520647495985
DB01120,0.00011761779023800045
DB01122,0.6201719045639038
DB01124,0.00018666718096937984
DB01125,0.27385595440864563
DB01128,1.3365952789001767e-10
DB01129,0.0652531236410141
DB01132,0.9650595188140869
DB01133,0.3295529782772064
DB01136,0.027832377701997757
DB01142,0.0001928496640175581
DB01143,1.9611297830124386e-05
DB01148,2.4832617782521993e-05
DB01151,0.49269774556159973
DB01156,0.0005707365926355124
DB01157,8.609230280853808e-05
DB01161,0.010960460640490055
DB01162,0.9907960891723633
DB01165,1.3530452633858658e-05
DB01167,3.0327458944157115e-07
DB01169,1.8779452375383698e-06
DB01170,7.640235708095133e-05
DB01173,0.9998730421066284
DB01174,0.9957751631736755
DB01175,0.8582961559295654
DB01176,4.552807695290539e-06
DB01177,4.3808931593503075e-08
DB01181,3.802705759881064e-05
DB01182,0.0005528490291908383
DB01185,6.098775173768445e-08
DB01186,0.9999039173126221
DB01188,4.595930477080401e-06
DB01189,0.2557901442050934
DB01192,3.4527167258602276e-07
DB01193,3.7536547097261064e-06
DB01194,0.0016970677534118295
DB01195,0.011434158310294151
DB01196,2.8268669183262318e-08
DB01197,2.822630165155715e-07
DB01200,0.9953248500823975
DB01202,0.963008463382721
DB01203,0.006895584985613823
DB01204,0.00010667109017958865
DB01210,0.0001630114420549944
DB01214,0.0007391308317892253
DB01216,0.00011072588677052408
DB01217,6.148331976874033e-07
DB01219,0.962763786315918
DB01221,0.003387629985809326
DB01222,1.0973534614322489e-07
DB01223,2.5454046408412978e-05
DB01224,0.9960935711860657
DB01228,0.8878371715545654
DB01229,4.684587162628873e-10
DB01231,5.071132363809738e-06
DB01233,0.20795473456382751
DB01234,1.2910294344692375e-07
DB01235,0.9550983905792236
DB01238,0.09608916938304901
DB01240,5.160886189514713e-07
DB01241,6.0049889725632966e-05
DB01242,0.9520083069801331
DB01244,0.002241079229861498
DB01248,2.460044667973449e-10
DB01254,1.2202903576508106e-08
DB01255,0.047634996473789215
DB01259,1.792405868172864e-08
DB01260,1.7653645656423578e-08
DB01261,8.415766387770418e-06
DB01262,1.751640184011194e-06
DB01267,0.999823272228241
DB01268,6.087072534910476e-08
DB01275,0.0002689099055714905
DB01291,0.00012367965246085078
DB01296,0.13544055819511414
DB01320,0.567604124546051
DB01327,7.88063481138579e-09
DB01351,0.9953821301460266
DB01359,7.599602668051375e-06
DB01364,0.0001337551511824131
DB01367,0.9865270256996155
DB01394,0.00015266814443748444
DB01395,5.6462230446641115e-09
DB01399,0.02755008265376091
DB01400,0.9992666840553284
DB01403,0.06429659575223923
DB01406,9.583033715898637e-06
DB01410,5.75059679874812e-08
DB01427,0.00038317652069963515
DB01576,0.00016506890824530274
DB01577,0.9033724069595337
DB01579,0.0004023716610390693
DB01590,1.8843856253170088e-08
DB01623,0.8245129585266113
DB02546,1.7997238899170043e-07
DB04844,0.9994169473648071
DB04861,0.0022396957501769066
DB06287,2.729872683460144e-08
